session,total,tool_calls,tool_outputs,real_user_messages,setup_context,user_input,assistant_output,edit_diff_input,other_tool_call_input,tool_output,reasoning_summary,compaction_summary,other
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-25-57-019c9ebd-aee6-7123-9275-081cb0a9c42b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-26-15-019c9ebd-f565-7e72-a1fc-92361a8d203e.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-26-40-019c9ebe-5720-72c3-9a31-ce378197ea8c.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-26-58-019c9ebe-9e5a-7133-9e6f-a4b3210d359b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-29-25-019c9ec0-dc0d-7833-8956-86fe3b24c8ac.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-29-25-019c9ec0-dc8b-7822-847f-d8d743579f4b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-29-43-019c9ec1-23ff-73a3-865d-2e15d558c375.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-29-44-019c9ec1-25b1-7b83-90ab-bce143da7372.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-30-08-019c9ec1-84e3-7b13-887e-57104ca8bc37.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-30-27-019c9ec1-ce4f-7110-bf87-1e7c5a5ea911.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-30-51-019c9ec2-2d0d-7f92-a687-f9d94f865627.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-31-10-019c9ec2-760a-7b82-8fee-5e3ff1370b3c.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-33-37-019c9ec4-b4f8-7713-99cc-d03712eb8cca.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-33-37-019c9ec4-b6ad-7491-be17-15835b25c280.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-33-55-019c9ec4-fd38-7a12-9576-41ac48390cdb.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-33-56-019c9ec4-fde4-73d3-9ce8-8eec3ad88e80.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-34-20-019c9ec5-5eb1-7191-bdd5-1769b50fb755.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-34-39-019c9ec5-a59b-7c41-afb2-772e09b01370.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-35-03-019c9ec6-04bb-79d2-b2d8-3b9e4feaf684.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-35-22-019c9ec6-4d6d-7a53-b1eb-bf493ae8a257.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-37-49-019c9ec8-8e40-7d32-9438-ef96895f4089.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-37-49-019c9ec8-8e4d-7e81-9bfb-75b5d0e04d14.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-38-07-019c9ec8-d56f-7670-8eba-72c4794b9869.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-38-08-019c9ec8-d5d5-76b0-8032-e0602b9ce60a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-38-32-019c9ec9-36b9-7453-9eeb-d89ab98a290d.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-38-51-019c9ec9-7e53-78c2-9a22-ae5247c495f2.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-39-15-019c9ec9-de35-7472-8e3a-2b086398d901.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-39-33-019c9eca-253a-7b03-9fce-6f76c9117999.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-42-01-019c9ecc-65f0-7250-b0c1-043747f06de4.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-42-01-019c9ecc-661e-7160-8187-69a662a1aa7c.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-42-19-019c9ecc-ad4d-7cd1-914f-49f6e653957a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-42-20-019c9ecc-ae6e-7c71-8759-7ee12c3094ad.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-42-44-019c9ecd-0def-7e73-abeb-32db023ae154.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-43-03-019c9ecd-5658-7d41-a4d3-503f8554b9df.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-43-27-019c9ecd-b52c-7f23-8233-c79a2669b952.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-43-46-019c9ecd-fec0-71d0-8286-c95d15aabb12.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-46-13-019c9ed0-3e58-7ed3-acd2-f95ad476d171.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-46-13-019c9ed0-3f20-7a11-83e6-aa0212038e0a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-46-32-019c9ed0-86dd-7f92-9fc7-3dbc170f00eb.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-46-32-019c9ed0-86e1-7790-9452-9210367c7707.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-46-56-019c9ed0-e6aa-76f2-a893-6650d6c19c40.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-47-14-019c9ed1-2df0-7071-999a-946242028097.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-47-39-019c9ed1-8eff-7203-94da-646c24273688.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-47-58-019c9ed1-d698-71e3-9e5d-d3e9e5ff8c9a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-50-25-019c9ed4-1714-7863-8dca-8a2506989ce6.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-50-25-019c9ed4-176f-76f3-ae4c-285abdfdc502.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-50-43-019c9ed4-5e7c-7ba0-99e0-d2c8c439f5d8.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-50-44-019c9ed4-5f92-79e2-a58c-77e5f61e601f.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-51-08-019c9ed4-c015-7470-9311-9a3174a14f8b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-51-26-019c9ed5-0684-7a50-b326-75a34d7d8d24.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-51-51-019c9ed5-6770-72b2-b9d1-bb47d7b7e556.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-52-10-019c9ed5-afb9-7a53-8997-921a327f5bef.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-54-37-019c9ed7-eef9-7530-a280-f5b6e585707b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-54-37-019c9ed7-ef38-72b3-9c6c-387ce21254d3.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-54-55-019c9ed8-36a7-76e1-b6ac-271ac47b319d.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-54-56-019c9ed8-3792-72f0-aa04-d1995d19fbbc.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-55-20-019c9ed8-980c-7402-aee8-7d27dd6fa0bb.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-55-39-019c9ed8-dfa5-7ad2-acef-987404734017.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-56-04-019c9ed9-4125-73c2-a85c-9cee425fb2b6.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-56-22-019c9ed9-878c-7f33-a958-ce73bcaa3bea.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-58-49-019c9edb-c6e8-7272-b322-f973f9505b2f.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-58-49-019c9edb-c7bc-7422-bc4e-84b7f9fd6088.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-59-07-019c9edc-0e43-7f42-8b1c-3a1092fe05d7.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-59-07-019c9edc-0f4d-7462-8a7f-d93274401710.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-59-32-019c9edc-7025-7ac1-9b79-d65699156f99.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T16-59-51-019c9edc-b7b3-7250-8da7-05e14f13cf09.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-00-15-019c9edd-177e-75f2-ac59-47816fb669cb.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-00-34-019c9edd-5f91-73d0-9f95-699d2052f116.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-03-01-019c9edf-9ff1-7440-a630-d27a03baa7bc.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-03-01-019c9edf-a03a-7223-9ec3-f9e668fd278b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-03-19-019c9edf-e70c-7453-8fc2-0e25317aec0b.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-03-20-019c9edf-e868-7ed2-a5c5-47eee77506e1.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-03-44-019c9ee0-4906-73f3-8ce1-b3df0893d8b6.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-04-03-019c9ee0-90bc-78f1-a7e6-b9adec7d6a6e.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-04-27-019c9ee0-f0a4-75d1-ab2d-02007043b1bf.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-04-46-019c9ee1-38ef-7863-9dd7-c52d2a54c515.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-07-13-019c9ee3-76db-7311-81bf-9287ff00600a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-07-13-019c9ee3-77c6-76e3-8b50-5664d9baa25e.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-07-31-019c9ee3-bf90-7a13-b42c-3f0f56e3c23c.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-07-32-019c9ee3-c177-7b61-912e-5842ea14ac57.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-07-56-019c9ee4-20f2-7ce3-8332-08d1ec876f67.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-08-15-019c9ee4-698c-7c10-966e-cc8e1107d6e8.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-08-40-019c9ee4-cabd-7283-90f5-166d3f58a657.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-08-58-019c9ee5-105a-7851-928a-1998afff7bd2.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-11-25-019c9ee7-4ff2-7382-942a-7e43b6815d6e.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-11-25-019c9ee7-5063-7a21-878a-4f6e6d4d7bb4.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-11-43-019c9ee7-96b7-7ad1-a2d8-18dd2c5505ef.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-11-43-019c9ee7-9829-7460-865c-61c008d19c2d.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-12-08-019c9ee7-f82b-7340-9777-a5e772ef5f1c.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-12-26-019c9ee8-3fa5-7e72-8039-86f6abb3e525.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-12-51-019c9ee8-9ff5-7890-a03d-e17de7b0bd3a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-13-09-019c9ee8-e830-7e70-a048-9f90fdfdb3b7.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-15-34-019c9eeb-1d09-7c50-a529-513716f43f7e.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-15-34-019c9eeb-1db0-77c2-81fd-e84242154146.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-15-52-019c9eeb-64a7-7b21-8dc2-49728b07f861.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-15-52-019c9eeb-64c5-7fd2-a2d3-cc89c162d359.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-16-30-019c9eeb-f9a2-7832-8413-c3831c4518b0.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-16-49-019c9eec-4072-7133-b010-993d0b36018f.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-17-13-019c9eec-a1b2-73f2-a815-59bc16a64af5.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-17-31-019c9eec-e725-79c3-ab42-bab0c6e50ab7.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-19-58-019c9eef-23b4-74c1-84fb-7013e0bf50cc.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-19-58-019c9eef-24ba-78c3-bcc7-79d4d341aec3.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-20-16-019c9eef-6b03-7ff0-9286-b87513ea10b5.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-20-16-019c9eef-6b1d-76e1-8a69-0aaf79b88a8e.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-20-54-019c9ef0-00a6-7a00-a031-6f26b7afa2f5.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-21-13-019c9ef0-484d-70c1-9614-b1f88c1f104a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-21-38-019c9ef0-a915-7c01-bd2e-c9c7d7b61685.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-21-56-019c9ef0-f0e1-77b2-b280-6b6bd8b9dcb1.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-24-22-019c9ef3-2c3f-7fe1-b799-ee1bdfd1ebab.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-24-22-019c9ef3-2c97-7553-8b71-1c841b10f840.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-24-41-019c9ef3-747b-7110-b03f-e38dccc365ab.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-24-41-019c9ef3-748d-7693-bbe5-ed9eb2f75cae.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-25-10-019c9ef3-e6fb-7da0-8c21-f3585e5485b2.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-25-29-019c9ef4-2fc7-7da2-b6dc-0a1f5ea5e065.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-25-53-019c9ef4-8f10-78c3-af8b-ab1e61b9c9d6.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T17-26-12-019c9ef4-d765-72e0-b5f4-56c9a6b70f9a.jsonl,8021,0,0,0,8021,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T22-05-39-019c9ff4-afb9-76c3-b7ad-fe00842edb6e.jsonl,23098,38,38,4,7065,420,2519,0,3284,7329,1015,0,1466
/Users/rakshithsajjan/.codex/sessions/2026/02/27/rollout-2026-02-27T23-59-57-019ca05d-559a-72d2-8181-c237c1774b07.jsonl,17957,13,13,2,7062,336,1021,667,1435,7232,204,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/28/rollout-2026-02-28T00-05-58-019ca062-d90f-7f81-b321-7999b0ca0734.jsonl,12348,9,9,1,7585,189,639,218,1165,2114,210,0,228
/Users/rakshithsajjan/.codex/sessions/2026/02/28/rollout-2026-02-28T00-11-29-019ca067-e3a0-7e42-953c-a3a36f33629c.jsonl,11099,6,6,1,7585,92,396,0,941,1965,120,0,0
/Users/rakshithsajjan/.codex/sessions/2026/02/28/rollout-2026-02-28T03-08-42-019ca10a-252c-78f1-b656-94c3fd1419c6.jsonl,26903,28,28,1,7065,111,2338,0,523,16668,198,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/02/rollout-2026-03-02T13-35-27-019cad94-ac7d-7532-a9c5-021bc04b7382.jsonl,8765,3,3,1,7065,60,376,0,284,916,64,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/03/rollout-2026-03-03T00-02-55-019cafd3-22dd-7f61-a217-98662ab92bf6.jsonl,54707,22,22,1,9746,2147,1346,0,1104,40168,196,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/03/rollout-2026-03-03T04-37-54-019cb0ce-e462-7ef0-942d-9544d5571c15.jsonl,147830,177,177,42,7433,13324,22322,2111,19930,78611,2571,0,1528
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T01-58-31-019cb563-5376-79b3-813b-3745a3319d04.jsonl,14201,7,7,1,7616,566,419,0,1450,4046,104,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T02-05-18-019cb569-8a62-7b62-9c12-60f02c4a5652.jsonl,55412,31,31,2,7097,156,2763,0,1288,42153,683,0,1272
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T16-47-52-019cb891-8b82-7a51-b2c0-ee8e8ff48e0b.jsonl,14612,4,4,4,7097,2033,3356,0,238,1799,89,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T16-48-08-019cb891-cabe-7f31-a47a-1456bce4d51b.jsonl,15941,8,7,2,12023,221,1042,0,590,2037,28,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T16-48-08-019cb891-cb73-7e53-b93b-c01ed53d957c.jsonl,24343,10,10,2,12023,217,2641,0,873,8555,34,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T16-49-59-019cb893-7d1b-7e61-88a7-d9990cb03e6b.jsonl,5170,0,0,0,5170,0,0,0,0,0,0,0,0
/Users/rakshithsajjan/.codex/sessions/2026/03/04/rollout-2026-03-04T23-33-08-019cba04-9451-7fd0-b57d-9b2565c10d76.jsonl,267026,341,341,75,9301,22799,28991,706,25222,159697,4035,16275,0
